CONTENT_TITLE	RATING	CONTENT_TYPE	RELEASE_YEAR	CID	PARENT_CID	STUDIO_NAME	POSTER_URL	SYNOPSIS
Out With The Old	NR	EPISODE	2012	urn:dece:cid:org:WB:2055995x6000075646	urn:dece:cid:org:WB:2055995x6000072742	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FED18304D00C4429E0405B0A153426EB	Sam and Dean visit a town gone haywire after a large collection of cursed objects is mistakenly released ? including a pair of ballerina slippers that Dean accidentally touches!
Out of Africa	PG	FEATURE	1985	urn:dece:cid:eidr-s:6CA6-6189-76D3-C7FD-D09C-0		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/24b492c081b2a51ee05315345a0ac728	"The most acclaimed motion picture of 1985 stars Robert Redford and Meryl Streep in one of the screen's great epic romances. Directed by Oscar® winner Sydney Pollack, Out of Africa is the fascinating true story of Karen Blixen, a strong-willed woman who, with her philandering husband (Klaus Maria Brandauer), runs a coffee plantation in Kenya, circa 1914. To her astonishment, she soon discovers herself falling in love with the land, its people and a mysterious white hunter (Redford). The masterfully crafted, breathtakingly produced story of love and loss earned Oscars® for Best Picture, Director, Screenplay (based on material from another medium), Cinematography, Original Score, Art Direction (Set Decoration) and Sound."
Out of Commission	TV-G	EPISODE		urn:dece:cid:org:WB:7063002x600007902403	urn:dece:cid:org:WB:7063002x6000079024	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D5C432243CEB5BD6E0405B0A09343067	
Out of Time	NR	EPISODE	2014	urn:dece:cid:eidr-s:90BF-0D01-0102-E33D-B9BA-0	urn:dece:cid:eidr-s:B43C-2F47-C13B-1C04-C180-3	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/173E755821D74BB1E05315345B0A261F	Mark Mardon aka The Weather Wizard appears in Central City to avenge his brotherâÄôs death at the hands of Joe. And Cisco realizes that Dr. Wells is hiding something.
"Out of the Darkness, Into the Fire"	NR	EPISODE	2015	urn:dece:cid:eidr-s:3300-2DFD-28E9-0A8F-057C-Z	urn:dece:cid:eidr-s:C2B6-1EE6-53BF-B2ED-F3A0-J	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/39BEAA95B8E31022E05316345A0AEBB8	"In the eleventh season premiere, Sam (JARED PADALECKI) and Dean (JENSEN ACKLES) must contend with The Darkness that's been unleashed upon the earth."
Out of the Past	TV-Y7	EPISODE	2000	urn:dece:cid:org:WB:2022841x6000051500	urn:dece:cid:org:WB:2044719x6000008847	Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/f3227bca806640a6943739138caa406e	Bruce Wayne faces Talia and her dark secret.
"Outlaw Josey Wales, The"	PG	FEATURE	1976	urn:dece:cid:org:WB:2001792x6000000650		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/F133F6022DA3109BE0405A0A1534440A	
"Outsiders, The"	PG	FEATURE	1983	urn:dece:cid:org:WB:2002042x6000000684		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/3DFB0EFE1BC5D2C8E05315345A0A4CB7	
Over My Dead Body	NR	EPISODE	2011	urn:dece:cid:org:WB:2055533x6000072683	urn:dece:cid:org:WB:2055533x6000070879	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE6BF6D37E569C39E0405B0A16344FC6	"In the midseason finale, all is not what it seems as ?A? sends the girls on a hunt to destroy lives."
Over The Top	PG	FEATURE	1987	urn:dece:cid:org:WB:2002194x6000001326		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/f211f0b91bab9ed3e0405a0a14345e75	
Over the Top	NR	EPISODE	2011	urn:dece:cid:org:WB:2043706x6000073071	urn:dece:cid:org:WB:2043706x6000073062	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CAE4EADF7E2994D3E0405B0A0534054A	
Over the Top	TV-PG	EPISODE		urn:dece:cid:org:WB:2055243x600007935720	urn:dece:cid:org:WB:2055243x6000079357	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/E12DF1EC01481566E0405B0A09342AFC	
P.S. I Love You	PG-13	FEATURE	2007	urn:dece:cid:org:WB:2026267x6000042072		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D7271DD5F3B935A3E0405B0A0534494B	
Pac-Man Fever	NR	EPISODE	2012	urn:dece:cid:org:WB:2059699x6000083716	urn:dece:cid:org:WB:2059699x6000078648	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FEFA4EF9AFCABF74E0405B0A16341A78	"With Sam resting up after the second trial, Dean teams up with adorable hacker/LARPer Charlie Bradbury and teaches her how to be a hunter-in-training."
Pacific Rim	PG-13	FEATURE	2013	urn:dece:cid:org:WB:2059001x6000077129		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/F32C2BEB26E8F0D1E0405A0A16341619	"Humanity has long been under attack from the Kaiju. Pilot-operated robots held the enemy off, but now mankind is near defeat and two unlikely candidates team up for one last stand."
Pain & Gain	R	FEATURE	2013	urn:dece:cid:eidr-s:537A-EE7F-D526-580F-35D0-8		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0C192029150E8B79E05314345B0A1DCD	"Michael Bay’s hilarious action comedy Pain & Gain is “GoodFellas on steroids.”* When an ambitious group of personal trainers (Mark Wahlberg, Dwayne Johnson and Anthony Mackie) go after the American Dream, they get caught up in a criminal enterprise that goes horribly wrong. Now, living large will take everything they’ve got in the unbelievable true story that critics are calling “outrageously entertaining.”† * Kyle Smith, NEW YORK POST † Marlow Stern, NEWSWEEK"
Paint it Black	NR	EPISODE	2014	urn:dece:cid:eidr-s:65FA-ABF2-FB37-5B50-3E7A-Y	urn:dece:cid:eidr-s:47B0-FA79-D259-4505-3F5D-R	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/1D26535E863F1A5BE05315345B0A046D	"When Crowley captures Olivette (guest star TERYL ROTHERY), the leader of the Grand Coven, Rowena pleads her case to be allowed to practice magic freely again."
Painter and Poet	TV-G	EPISODE		urn:dece:cid:org:WB:2015896x6000080197	urn:dece:cid:org:WB:2015896x6000080199	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/DC5EB19ADEB2185FE0405A0A05347E8A	
Pale Fire	NR	EPISODE	2012	urn:dece:cid:org:WB:2055527x6000074914	b57e9d7e-5ad4-412d-840c-7bc18b82d924	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE6B2110516F4D2CE0405B0A143433DB	Alex?s mission to take down Gogol comes to a head as she infiltrates her childhood home and faces ghosts from her past. Michael and Owen (DEVON SAWA) work together.
Pan	PG	FEATURE	2015	urn:dece:cid:eidr-s:67B0-2137-1A59-BC25-9EC3-3		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/24C0AE1739F284E9E05316345A0ADDCD	"Peter is a mischievous boy who is whisked off to the magical world of Neverland, where he finds amazing adventures and discovers his true destiny-to become the hero Peter Pan."
Pan's Labyrinth	R	FEATURE	2006	urn:dece:cid:org:WB:2039505x6000035169		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/36994F557E3945F0E05316345A0AF6CE	"Amidst a civil war, armed with only her imagination, young Ofelia discovers a mysterious labyrinth and meets a faun who sets her on a path to saving herself and her ailing mother."
Panopticon	NR	EPISODE	2014	urn:dece:cid:eidr-s:78EA-B5B5-0FD2-6068-4DD7-L	urn:dece:cid:eidr-s:1889-DAF3-77B0-80EE-9F08-C	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/1CFCDFC7387694B3E05316345B0A1C98	"In the fourth season premiere, the team must devise new ways to continue their work without being detected by Samaritan after they’re forced to take on new identities created by Root. Some, however, find it hard to ignore the Machine’s numbers, putting them all at risk of being seen by the rival Machine."
Paper Moon	NR	EPISODE	2014	urn:dece:cid:eidr-s:1DC0-21A4-0F47-5C61-F06B-N	urn:dece:cid:eidr-s:47B0-FA79-D259-4505-3F5D-R	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/1D25D324F1E0A883E05315345B0A535A	"A recent string of werewolf attacks points to a surprising culprit – Kate (guest star BRIT SHERIDAN), the werewolf Sam and Dean let live."
Paper Pete	TV-PG	EPISODE	2011	urn:dece:cid:eidr-s:3608-AEFA-CF11-60A0-A335-F	urn:dece:cid:eidr-s:D63E-8AB4-0531-0313-B5A2-D	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/F2A3A5A02BC58510E0405A0A16341B56	
Papercut to Aorta	TV-MA	EPISODE	2013	urn:dece:cid:eidr-s:5BCC-DD95-2E89-3EDA-46DB-Y	urn:dece:cid:eidr-s:108E-386B-DC2D-9EB1-B06F-A	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/E7968FFCFDCF96D7E0405A0A053463C9	
Papillon	PG	FEATURE	1973	urn:dece:cid:org:WB:2000766x6000001336		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/db7c908cd717ddbae0405b0a05341a45	
Paradise	TV-14	EPISODE	2016	urn:dece:cid:eidr-s:CCC2-24AC-E43F-4F55-5033-E	urn:dece:cid:eidr-s:DDCE-A486-EF93-D040-FB60-V	Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/c09ea1d520724d2c8769531638f503b9	Chandler gets a lead that could help answer threatening questions. Kara does some digging in the White House.
Paradise Lost	NR	EPISODE	2016	urn:dece:cid:eidr-s:883F-0024-1C68-4529-1ED3-K	urn:dece:cid:eidr-s:25C2-4556-E304-39EA-2014-H	Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/3a2147ff950616b7e05314345a0afd12	"Sean officially moves into the Gallagher house as Fiona – intent on getting her marriage right this time – sets out to plan a traditional wedding, bachelorette party included. Elsewhere, Kev is still not happy about V and Svetlana’s pending green card marriage and tries to find a way around it by paying to get her a new identity."
Paradise Smurfed	NR	EPISODE		urn:dece:cid:org:WB:2044719x6000080737	urn:dece:cid:org:WB:2044719x6000080722	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/DC4C6EB3550AEF79E0405A0A09344413	
Paradise Smurfed	TV-G	EPISODE		urn:dece:cid:org:WB:2015896x6000080196	urn:dece:cid:org:WB:2015896x6000080199	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/DC5EB17763F83F75E0405A0A07346DFF	
Parenthood	NR	EPISODE	2013	urn:dece:cid:org:WB:2055540x6000073242	urn:dece:cid:org:WB:2055540x6000073234	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF9BC886A0582A4FE0405B0A15345E6F	"When Lip quits school, Fiona makes a bargain with him to go back and get her diploma if he does. While she starts studying for the GED, Karen and Lip meet with adoption agencies."
Parenthood	PG-13	FEATURE	1989	urn:dece:cid:eidr-s:316D-E4B6-CFDE-5171-9CBF-P		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/1082b4fa118ca7e2e05314345b0a528c	"Relive all the heart-warming moments of the unforgettable film that explores life's most rewarding occupation in Parenthood. Steve Martin stars as Gil Buckman, a funny and loving husband who's also trying too hard to be the ""perfect"" parent to his uniquely different kids. Rick Moranis, Keanu Reeves, Jason Robards, Mary Steenburgen and Dianne Wiest also star in this family affair you'll want to watch again and again!"
Part I	NA	EPISODE	1977	urn:dece:cid:eidr-s:EF7E-743B-6974-6765-5FB6-3	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD08636AC4DCD1E05316345B0A151B	"His name was Kunta Kinte. Kidnapped from Africa and enslaved in America in 1767, he refused to accept his slave name of Toby. Heirs kept his heroic defiance alive, whispering the name of Kunta Kinte from one generation to the next until it reached a young boy growing up in Tennessee. His name was Alex Haley. And he proclaimed Kunta Kinte's name to the world."
Part II	NA	EPISODE	1977	urn:dece:cid:eidr-s:1672-1CA6-8418-D59D-E58E-3	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD28E772D7F7D5E05316345B0A3C80	"Despite a violent rebellion, the slave ship Lord Ligonier completes its voyage and Kunta Kinte endures the indignity of an Annapolis slave auction. Fiddler, the slave in charge of Kunta's training, becomes his only friend--a friendship that's tested when Kunta plans an escape so he can be with Fanta."
Part III	NA	EPISODE	1977	urn:dece:cid:eidr-s:CB8E-CC56-1D09-3C98-9445-F	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD00F19D81E09FE05316345B0AD4CF	"In 1776, a nation fights for freedom...but not for all. Kunta Kinte escapes again and is crippled by slave catchers. He marries, gains a daughter and loses his long-time friend Fiddler. Another chance for escape arises, but Kunta sacrifices it to care for his wife and the newborn he names Kizzy, an African word for ""stay put."""
Part IV	NA	EPISODE	1977	urn:dece:cid:eidr-s:C683-05E9-8F7E-D3D9-0A98-9	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD51166E4EFFA8E05315345B0AC536	"At age 16, Kizzy is sold and bears her new master's son, who grows up to become fun-loving Chicken George. Yearning to see her parents, Kizzy is comforted by Samuel Bennett, but they are ill-matched. When she returns to her birthplace, Kizzy learns of her parents' fates."
Part V	NA	EPISODE	1977	urn:dece:cid:eidr-s:7874-96FC-16DD-8A7B-4822-I	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD4C385D99AE92E05314345B0AEAD2	"Chicken George is sent to England as payment for his owner's gambling debt. Fourteen years later, he returns home a free man, a status that has a profound effect on the family begun by Kunta Kinte. The Civil War erupts; at last the era of slavery draws to an end."
Part VI	NA	EPISODE	1977	urn:dece:cid:eidr-s:9EC1-CDA1-8E42-BD5C-E11C-X	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD562C69571F64E05316345B0A6FB8	"The Civil War is over but night riders terrorize ex-slaves. By marking his clients' horseshoes, Tom identifies the raiders but endangers his own life. Chicken George, who fought for the Union, rejoins his family. He leads them to a new home in Tennessee."
Part VII	NA	EPISODE	1977	urn:dece:cid:eidr-s:EDC1-0B65-AC63-626D-F8C2-V	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD3F8F034F0D47E05316345B0A8F6A	Chicken George's world is suddenly turned upside down when paranoia sets in around the county after a renegade slave named Nat Turner goes on a killing spree.
Part VIII	NA	EPISODE	1977	urn:dece:cid:eidr-s:4C6A-23EA-B946-56B6-3108-4	urn:dece:cid:eidr-s:BE28-E53E-476B-F647-47CC-F	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/2EBD336D7CDEE334E05315345B0A61F5	"In the dramatic conclusion of the miniseries, the Civil War has ended with the surrender of the south and freedom for the slaves."
Partners	NR	EPISODE	2011	urn:dece:cid:org:WB:2055527x6000073469	b57e9d7e-5ad4-412d-840c-7bc18b82d924	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FE6B8B7F5E1B1237E0405B0A14347457	"Nikita is stunned to hear her old Division partner Kelly (KATHERYN WINNICK ? Bones) has escaped from a Turkish prison, having believed Kelly died when Nikita fled Division."
"Party On, Garth"	NR	EPISODE	2012	urn:dece:cid:org:WB:2055995x6000076723	urn:dece:cid:org:WB:2055995x6000072742	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FED125B6B2A892B0E0405B0A163410E1	"Garth needs the Winchesters? help on a case, battling a Shojo ? a Japanese creature sent to seek revenge on enemies. Unfortuately, it can only be seen when you?re drunk!"
Party Pete	TV-G	EPISODE	2011	urn:dece:cid:org:WB:7063002x600007902415	urn:dece:cid:org:WB:7063002x6000079024	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D5C432243C735BD6E0405B0A09343067	
Party Pete	TV-PG	EPISODE		urn:dece:cid:org:WB:2055243x600007935708	urn:dece:cid:org:WB:2055243x6000079357	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/E12DE0DDDABBD194E0405B0A073414C9	
Patriot Games	NR	EPISODE	2013	urn:dece:cid:eidr-s:F032-09E1-4942-040D-1784-B	urn:dece:cid:eidr-s:CF7E-E88B-2464-5F45-6441-1	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FED1F68F413A94FEE0405B0A163443F2	Neville's manipulation of Patriot power brokers makes Machiavelli look like a cherub; and Aaron's mind works overtime awake or asleep with mind-blowing effectiveness.
Paxton Petty	NR	EPISODE	2012	urn:dece:cid:org:WB:2057742x6000075865	urn:dece:cid:org:WB:2044719x6000075116	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/16234EACE7605C19E05316345A0A4249	
Pay It Forward	PG-13	FEATURE	2000	urn:dece:cid:org:WB:2004602x6000001292		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/db36838b258ab4fce0405b0a073426db	
Pay-Off	NR	EPISODE	2013	urn:dece:cid:eidr-s:0D86-8AB8-5BEE-FDD0-5FDA-P	urn:dece:cid:eidr-s:D003-5F9D-F563-7F16-5362-E	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/FF6C5C83D0CE996FE0405B0A1634327B	"The Shop offers Nikita and her team freedom. Sam contemplates an opportunity to recoup his losses. Michael comes face to face with an old adversary, Ramon (SIMON KASSIANIDES)."
Payback: Straight Up	NR	FEATURE	2006	urn:dece:cid:org:ppc:000003363200200003043		Warner Bros. Entertainment	http://resizing.flixster.com/QyPT9qYaD5uydXu52-1EBCI8btY=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/92/92/10929217_ori.jpg	"Seven years after seeing his original vision butchered under studio interference as well as his star&#039;s, director Brian Helgeland finally was given the chance to piece together his director&#039;s cut under the name Payback: Straight Up. Along with reinstating the original third act, this version represents a return to the gritty world of &#039;70s filmmaking that was the groundwork of the production up until Paramount got cold feet and ordered extensive reshoots. The story centers on Porter (Mel Gibson), a thief that is pulled into a heist by his old friend, Val (Brian De Palma regular Gregg Henry), who plans a double cross with Porter&#039;s wife, Lynn (Deborah Kara Unger) after showing her a photo of her husband in the arms of another girl (Maria Bello). As they&#039;re stealing $130,000 in laundered drug money from Chinese Triads, Lynn shoots Porter in the back and speeds away with Val and money in tow. What they didn&#039;t know is that Porter would come back looking for his cut, which has been used to pay off Val&#039;s mob debts so he could return to &#034;The Syndicate.&#034; Helgeland, the screenwriter for L.A. Confidential and Mystic River, made his directing debut with this adaptation of the novel The Hunter by Donald E. Westlake writing under the pseudonym, Richard Stark. The same novel served as the basis for John Boorman&#039;s Point Blank starring Lee Marvin. This version excises Kris Kristofferson&#039;s performance entirely and features a new score by Scott Stambler."
Peace on Earth	NR	EPISODE		urn:dece:cid:org:WB:2044719x600008168902	urn:dece:cid:org:WB:2044719x6000081689	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/E8BB91B209C6B162E0405A0A07346F07	
Pecos Pest	NR	EPISODE		urn:dece:cid:org:WB:2000003x6000006203	urn:dece:cid:org:WB:2000003x6000006166	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/CC2185DEC35A632FE0405A0A05344CE4	
Pee-Wee's Big Adventure	PG	FEATURE	1985	urn:dece:cid:org:WB:2002162x6000000417		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/EB4239DEAD05B7F4E0405A0A14347FF6	
Peeps	TV-PG	EPISODE		urn:dece:cid:org:WB:2055243x600007935703	urn:dece:cid:org:WB:2055243x6000079357	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/E12DDFFEE669988AE0405B0A05346DBB	
"Pelican Brief, The"	PG-13	FEATURE	1993	urn:dece:cid:org:WB:2003270x6000000328		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/F11F81936B8261F9E0405A0A16347CC1	
Penguin Is A Girl's Best Friend		EPISODE		urn:dece:cid:eidr-s:2576-8E71-DE65-1A43-1637-Q	urn:dece:cid:eidr-s:FA69-C5E9-AA3E-9DB3-25AB-N	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0699F310A9DD7887E05316345A0A4033	"As a front for his next crime wave, the Penguin forms a motion picture company. He teams up with Marsha, Queen of Diamonds, and gets Batman and Robin to take part in his movie."
"Penguin One, Us Zero"	NR	EPISODE	2014	urn:dece:cid:eidr-s:A3C7-7AEF-DF1E-E2F9-5BF9-O	urn:dece:cid:eidr-s:34EC-8168-D2AD-4E7A-B4E9-N	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/173ECE1BB86743C4E05315345B0A900B	"Kevin goes to see a therapist, after he has some unsettling encounters. Meg makes a decision about her future."
Penguin Sets A Trend		EPISODE		urn:dece:cid:eidr-s:3D07-80B9-76F7-1F42-D8A4-G	urn:dece:cid:eidr-s:FA69-C5E9-AA3E-9DB3-25AB-N	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0699F34B27CA647AE05314345A0AE393	"In order to keep a close eye on the Penguin (and hopefully locate the stolen chain mail armor), Batman and Robin rejoin Penguin's movie efforts."
Penguin's Clean Sweep		EPISODE		urn:dece:cid:eidr-s:91D5-EF71-D475-FA3B-D3C0-Y	urn:dece:cid:eidr-s:EA44-02B4-C993-F6AF-2EAF-J	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/06A7C98F5E814845E05316345A0A8105	The Penguin taints the ink at the U.S. Mint with Lygerian Sleeping Sickness.
Penguin's Disastrous End		EPISODE		urn:dece:cid:eidr-s:23C5-F56B-F75A-5C9B-5723-B	urn:dece:cid:eidr-s:FA69-C5E9-AA3E-9DB3-25AB-N	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/0699F4CC699577FDE05316345A0A0CFD	"Batman and Robin get back on the Penguin and Marsha, Queen of Diamonds', trail. Several escaped lizards lead them to the villains' hideout, where they find the stolen chain mail suits."
Penguin's Umbrella	NR	EPISODE	2014	urn:dece:cid:eidr-s:CCF8-B560-EEA1-3C1B-C0CF-L	urn:dece:cid:eidr-s:F78E-0848-BF55-29DD-A308-4	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/06F8BCFE2ABA1444E05315345A0A8D0A	"As violence between Maroni and Falcone continues to escalate, Penguin reveals a new element of his manipulative strategy, forcing Gordon to deal with the consequences of his decision to spare PenguinâÄôs life."
"Perfect Murder, A"	R	FEATURE	1998	urn:dece:cid:org:WB:2003657x6000008948		Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/f01eb3ad6e2df924e0405a0a16340b6b	
"Perfect Storm, The"	NR	FEATURE	2000	urn:dece:cid:org:WB:2004591x6000001286		Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/EB2C4B9EC7F34392E0405B0A09340DE0	
"Pernicious Parasite, The"	TV-G	EPISODE		urn:dece:cid:org:WB:2020861x600002564630	urn:dece:cid:org:WB:2020861x6000025646	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/D5C47BE1946096CDE0405B0A09343A75	
Persecute Envoys	NR	EPISODE	2015	urn:dece:cid:eidr-s:2196-1021-6AEE-8FA9-D362-A	urn:dece:cid:eidr-s:7E22-BA19-3D39-5BEB-A349-V	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/24C0E3CAB5E3B362E05315345A0ABD01	"After a police officer is murdered, Patterson unlocks a disturbing tattoo that appears to have predicted his killing, leading the team to chase a violent clue trail to stop further attacks. Meanwhile, Mayfair reveals secrets from her past to Weller, seriously testing their relationship."
Person of Interest Season 5	NR	SEASON	2016	urn:dece:cid:eidr-s:2A89-0730-483A-5DDA-2AE4-X	urn:dece:cid:eidr-s:A394-2EE0-B9C9-DF42-C6BB-D	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/31A8A2CCE346B1D9E05314345A0AA317	"Although the POI team have prevented numerous crimes thanks to The Machine’s omniscience, they were unable to stop the rival A.I. Samaritan from coming online and setting its sights on destroying what’s left of The Machine. On the run and without The Machine’s intel, the team must find a way to continue saving lives as they attempt to reboot The Machine and fight back against impossible odds."
Person of Interest: Season 3		SEASON	2014	urn:dece:cid:eidr-s:9C5F-4F18-DB1B-ACE9-EB8B-4	urn:dece:cid:eidr-s:A394-2EE0-B9C9-DF42-C6BB-D	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/107EEF8CEBC4909AE05314345B0AAC91	Person of Interest storms into its third gripping season with more unknowing targets of violent crime primed for rescue by the Person of Interest team.
Person of Interest: Season 4		SEASON	2014	urn:dece:cid:eidr-s:1889-DAF3-77B0-80EE-9F08-C	urn:dece:cid:eidr-s:A394-2EE0-B9C9-DF42-C6BB-D	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/1CFD022B8672A9F5E05316345B0A28B6	"Although they’ve saved countless lives thanks to The Machine’s omniscience, Reese (Jim Caviezel) and Finch (Michael Emerson), along with lethal operative Shaw (Sarah Shahi) and unpredictable cyber-hacker Root (Amy Acker) now face an uncertain future in Season Four. With a second machine — Samaritan — now online, the elusive team now find themselves as targets, hiding in plain sight."
Person of Interest: The Complete First Season		SEASON	2011	urn:dece:cid:org:WB:2057777x6000072748	urn:dece:cid:eidr-s:A394-2EE0-B9C9-DF42-C6BB-D	Warner Bros. Entertainment	https://g.prod.uvvu.com/artwork/107ed92904294c0ce05314345b0ad598	"Jim Caviezel (The Thin Red Line), Michael Emerson (Lost) and Taraji P. Henson (Hustle and Flow) team up in this thought-provoking crime action drama from The Dark Knight's Jonathan Nolan and J.J. Abrams' Bad Robot Productions (Fringe, Lost, Alias). Set in New York City, this procedural centers on an ex-CIA agent, presumed dead, who partners with a mysterious billionaire to prevent violent crimes."
Person of Interest: The Complete Second Season		SEASON	2012	urn:dece:cid:org:WB:2059695x6000078647	urn:dece:cid:eidr-s:A394-2EE0-B9C9-DF42-C6BB-D	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/107EF107D0BA9727E05314345B0A0465	"Former CIA agent John Reese teams up with mysterious billionaire Harold Finch to prevent violent crimes before they happen. Tapping into New YorkâÄôs surveillance feeds, the two work outside of the law, combining Reese's black ops skills with Finch's vast wealth and technological prowess to unravel the mystery of the person of interest, and stop the crime using their own brand of vigilante justice."
Pet Peeve		EPISODE	1954	urn:dece:cid:org:WB:7052931x600006458807	urn:dece:cid:org:WB:7052931x6000064588	Warner Bros. Entertainment	https://d19p213wjrwt85.cloudfront.net/uvvu-images/DF0A7FAD04C04C70E0405B0A093476C2	
